,ones,Mkt-RF,SMB,HML,MOM
1998-01-01 00:02:00,1.0,2.17166666667,-1.06333333333,0.636666666667,0.715
1998-01-01 00:03:00,1.0,2.07333333333,-1.62166666667,0.881666666667,0.833333333333
1998-01-01 00:04:00,1.0,2.82833333333,-1.49333333333,0.571666666667,1.02666666667
1998-01-01 00:05:00,1.0,1.82,-1.14,1.09666666667,1.28833333333
1998-01-01 00:06:00,1.0,2.13,-1.40166666667,0.0983333333333,1.84
1998-01-01 00:07:00,1.0,1.695,-2.06,0.245,2.43666666667
1998-01-01 00:08:00,1.0,-2.15666666667,-3.005,1.25833333333,2.94166666667
1998-01-01 00:09:00,1.0,-1.925,-3.04333333333,0.416666666667,2.465
1998-01-01 00:10:00,1.0,-0.858333333333,-3.63333333333,-0.085,1.44333333333
1998-01-01 00:11:00,1.0,0.67,-2.98666666667,-1.36,1.325
1998-01-01 00:12:00,1.0,1.16666666667,-2.63833333333,-1.77833333333,1.62166666667
1999-01-01 00:01:00,1.0,2.16,-1.85166666667,-2.51666666667,1.51666666667
1999-01-01 00:02:00,1.0,4.16,-1.75833333333,-3.10833333333,1.17833333333
1999-01-01 00:03:00,1.0,3.71,-2.28833333333,-2.95666666667,1.08166666667
1999-01-01 00:04:00,1.0,3.24333333333,-0.996666666667,-2.11666666667,0.461666666667
1999-01-01 00:05:00,1.0,1.81666666667,-0.5,-1.085,-0.611666666667
1999-01-01 00:06:00,1.0,1.585,0.173333333333,-1.00333333333,-1.30833333333
1999-01-01 00:07:00,1.0,0.423333333333,0.65,0.0133333333333,-1.55333333333
1999-01-01 00:08:00,1.0,0.873333333333,1.17166666667,-0.403333333333,-1.03166666667
1999-01-01 00:09:00,1.0,-0.17,2.285,-0.42,0.258333333333
1999-01-01 00:10:00,1.0,0.13,0.386666666667,-1.33666666667,2.68666666667
1999-01-01 00:11:00,1.0,1.10166666667,0.808333333333,-3.11666666667,4.51333333333
1999-01-01 00:12:00,1.0,1.59333333333,1.35833333333,-3.985,5.90166666667
2000-01-01 00:01:00,1.0,1.38166666667,1.63666666667,-4.05833333333,5.95166666667
2000-01-01 00:02:00,1.0,2.02,5.135,-6.09666666667,8.515
2000-01-01 00:03:00,1.0,3.355,2.15,-4.27,6.30666666667
2000-01-01 00:04:00,1.0,1.26666666667,2.35333333333,-2.2,3.97166666667
2000-01-01 00:05:00,1.0,-0.0316666666667,0.691666666667,-0.22,1.515
2000-01-01 00:06:00,1.0,-0.545,1.495,-0.35,2.06333333333
2000-01-01 00:07:00,1.0,-0.173333333333,0.648333333333,1.065,1.73
2000-01-01 00:08:00,1.0,0.59,-2.725,3.035,-0.383333333333
2000-01-01 00:09:00,1.0,-1.185,-0.166666666667,2.84333333333,1.10833333333
2000-01-01 00:10:00,1.0,-0.578333333333,0.325,2.07833333333,1.75666666667
2000-01-01 00:11:00,1.0,-1.62833333333,0.82,3.48166666667,2.86
2000-01-01 00:12:00,1.0,-2.20333333333,-0.408333333333,6.19666666667,1.23166666667
2001-01-01 00:01:00,1.0,-1.26333333333,0.801666666667,3.82833333333,-2.91666666667
2001-01-01 00:02:00,1.0,-4.11,1.37666666667,6.36166666667,-1.78666666667
2001-01-01 00:03:00,1.0,-4.41166666667,1.76333333333,6.26166666667,-0.748333333333
2001-01-01 00:04:00,1.0,-2.62833333333,2.105,4.74833333333,-1.33
2001-01-01 00:05:00,1.0,-0.721666666667,2.83666666667,3.17166666667,-0.561666666667
2001-01-01 00:06:00,1.0,-1.24333333333,3.41666666667,1.77333333333,-1.62666666667
2001-01-01 00:07:00,1.0,-2.12,1.92666666667,3.64333333333,3.45833333333
2001-01-01 00:08:00,1.0,-1.52166666667,1.93833333333,1.87166666667,2.30166666667
2001-01-01 00:09:00,1.0,-1.85333333333,0.575,1.13833333333,2.83
2001-01-01 00:10:00,1.0,-2.76666666667,1.57833333333,0.676666666667,2.78666666667
2001-01-01 00:11:00,1.0,-1.63,0.988333333333,0.32,0.996666666667
2001-01-01 00:12:00,1.0,-1.03833333333,0.736666666667,0.778333333333,0.935
2002-01-01 00:01:00,1.0,-0.923333333333,1.41,0.416666666667,0.645
2002-01-01 00:02:00,1.0,-0.228333333333,0.851666666667,0.518333333333,0.853333333333
2002-01-01 00:03:00,1.0,2.02,2.55,0.401666666667,-1.345
2002-01-01 00:04:00,1.0,0.743333333333,2.75166666667,2.295,1.38166666667
2002-01-01 00:05:00,1.0,-0.743333333333,2.19166666667,2.605,3.31666666667
2002-01-01 00:06:00,1.0,-2.21333333333,1.895,2.77666666667,4.345
2002-01-01 00:07:00,1.0,-3.33666666667,0.646666666667,1.60833333333,4.28166666667
2002-01-01 00:08:00,1.0,-2.87166666667,0.593333333333,1.34166666667,3.44166666667
2002-01-01 00:09:00,1.0,-5.30333333333,0.385,1.37333333333,5.24
2002-01-01 00:10:00,1.0,-3.13,-1.37333333333,-0.403333333333,3.0
2002-01-01 00:11:00,1.0,-1.90666666667,-0.303333333333,-1.09333333333,-0.22
2002-01-01 00:12:00,1.0,-1.665,-0.831666666667,-0.696666666667,0.36
2003-01-01 00:01:00,1.0,-0.73,0.348333333333,-0.23,0.06
2003-01-01 00:02:00,1.0,-1.12666666667,0.406666666667,-0.853333333333,-0.0233333333333
2003-01-01 00:03:00,1.0,0.78,-0.0133333333333,-1.335,-1.295
2003-01-01 00:04:00,1.0,0.843333333333,0.885,-0.275,-1.955
2003-01-01 00:05:00,1.0,0.858333333333,1.17833333333,0.005,-1.035
2003-01-01 00:06:00,1.0,2.055,1.405,-0.523333333333,-2.80833333333
2003-01-01 00:07:00,1.0,2.875,2.105,-0.726666666667,-3.12
2003-01-01 00:08:00,1.0,3.57833333333,2.68166666667,-0.191666666667,-3.41833333333
2003-01-01 00:09:00,1.0,3.19,2.66666666667,0.226666666667,-3.70333333333
2003-01-01 00:10:00,1.0,2.83333333333,2.91166666667,0.523333333333,-1.50833333333
2003-01-01 00:11:00,1.0,2.05,2.47833333333,0.74,0.556666666667
2003-01-01 00:12:00,1.0,2.52833333333,1.76166666667,1.085,-0.221666666667
2004-01-01 00:01:00,1.0,2.495,1.33666666667,1.70166666667,0.258333333333
2004-01-01 00:02:00,1.0,2.33833333333,0.76,1.48166666667,0.165
2004-01-01 00:03:00,1.0,2.325,1.04166666667,1.31833333333,0.23
2004-01-01 00:04:00,1.0,1.00666666667,0.165,0.758333333333,-1.28833333333
2004-01-01 00:05:00,1.0,0.976666666667,-0.288333333333,0.483333333333,-1.285
2004-01-01 00:06:00,1.0,0.571666666667,0.585,0.291666666667,0.00833333333333
2004-01-01 00:07:00,1.0,-0.463333333333,-0.346666666667,0.775,-0.806666666667
2004-01-01 00:08:00,1.0,-0.683333333333,-0.408333333333,0.908333333333,-0.873333333333
2004-01-01 00:09:00,1.0,-0.196666666667,-0.223333333333,0.995,-0.03
2004-01-01 00:10:00,1.0,0.346666666667,0.238333333333,1.13666666667,0.615
2004-01-01 00:11:00,1.0,0.908333333333,1.0,1.50333333333,0.876666666667
2004-01-01 00:12:00,1.0,1.17,0.586666666667,1.17,0.06
2005-01-01 00:01:00,1.0,1.38666666667,0.901666666667,0.865,0.963333333333
2005-01-01 00:02:00,1.0,1.68833333333,1.04166666667,1.13166666667,1.74833333333
2005-01-01 00:03:00,1.0,1.09333333333,0.261666666667,1.33666666667,0.961666666667
2005-01-01 00:04:00,1.0,0.42,-0.456666666667,1.39833333333,1.075
2005-01-01 00:05:00,1.0,0.271666666667,-0.696666666667,0.873333333333,0.603333333333
2005-01-01 00:06:00,1.0,-0.205,-0.178333333333,1.4,1.41833333333
2005-01-01 00:07:00,1.0,0.908333333333,0.48,0.866666666667,0.905
2005-01-01 00:08:00,1.0,0.39,0.4,0.638333333333,0.743333333333
2005-01-01 00:09:00,1.0,0.8,0.578333333333,0.54,1.23666666667
2005-01-01 00:10:00,1.0,0.898333333333,1.03166666667,0.503333333333,1.15333333333
2005-01-01 00:11:00,1.0,0.891666666667,0.708333333333,0.396666666667,1.14666666667
2005-01-01 00:12:00,1.0,0.755,0.123333333333,0.015,0.926666666667
2006-01-01 00:01:00,1.0,0.608333333333,0.615,0.288333333333,1.38
2006-01-01 00:02:00,1.0,0.761666666667,0.69,-0.0983333333333,0.703333333333
2006-01-01 00:03:00,1.0,0.923333333333,1.32166666667,-0.306666666667,0.326666666667
2006-01-01 00:04:00,1.0,1.38166666667,1.40166666667,0.315,0.655
2006-01-01 00:05:00,1.0,0.185,0.761666666667,1.08833333333,-0.02
2006-01-01 00:06:00,1.0,0.168333333333,0.751666666667,1.25333333333,0.105
2006-01-01 00:07:00,1.0,-0.468333333333,-0.805,1.62833333333,-0.72
2006-01-01 00:08:00,1.0,-0.08,-0.661666666667,1.47333333333,-0.995
2006-01-01 00:09:00,1.0,-0.0166666666667,-1.46,1.41333333333,-1.35666666667
2006-01-01 00:10:00,1.0,0.4,-1.01166666667,0.99,-1.51
2006-01-01 00:11:00,1.0,1.28,-0.381666666667,0.613333333333,-1.065
2006-01-01 00:12:00,1.0,1.48333333333,-0.436666666667,0.79,-1.17333333333
2007-01-01 00:01:00,1.0,1.84666666667,0.178333333333,0.211666666667,-0.768333333333
2007-01-01 00:02:00,1.0,1.18166666667,0.335,0.546666666667,-0.411666666667
2007-01-01 00:03:00,1.0,0.988333333333,0.55,0.691666666667,0.155
2007-01-01 00:04:00,1.0,1.03166666667,-0.0983333333333,0.44,0.171666666667
2007-01-01 00:05:00,1.0,1.28666666667,-0.186666666667,0.323333333333,0.298333333333
2007-01-01 00:06:00,1.0,0.815,0.0583333333333,-0.273333333333,0.208333333333
2007-01-01 00:07:00,1.0,-0.04,-0.445,-0.763333333333,0.633333333333
2007-01-01 00:08:00,1.0,0.44,-0.725,-1.18833333333,0.87
2007-01-01 00:09:00,1.0,0.863333333333,-1.125,-1.60166666667,1.23166666667
2007-01-01 00:10:00,1.0,0.581666666667,-0.791666666667,-1.78833333333,2.07
2007-01-01 00:11:00,1.0,-0.763333333333,-1.31666666667,-1.93,2.265
2007-01-01 00:12:00,1.0,-0.581666666667,-1.42,-1.76,3.305
2008-01-01 00:01:00,1.0,-1.02,-1.00333333333,-0.753333333333,1.53833333333
2008-01-01 00:02:00,1.0,-1.68833333333,-1.05833333333,-0.365,2.54166666667
2008-01-01 00:03:00,1.0,-2.38,-0.54,0.0266666666667,2.44833333333
2008-01-01 00:04:00,1.0,-1.91333333333,-0.723333333333,0.373333333333,1.60333333333
2008-01-01 00:05:00,1.0,-0.798333333333,0.276666666667,0.475,1.99
2008-01-01 00:06:00,1.0,-2.06,0.423333333333,0.306666666667,2.975
2008-01-01 00:07:00,1.0,-1.12833333333,1.18666666667,0.405,3.41
2008-01-01 00:08:00,1.0,-0.358333333333,1.86166666667,0.671666666667,1.71666666667
2008-01-01 00:09:00,1.0,-1.74333333333,1.85333333333,1.35833333333,1.09166666667
2008-01-01 00:10:00,1.0,-5.38166666667,1.52166666667,0.87,2.42166666667
2008-01-01 00:11:00,1.0,-7.00166666667,0.301666666667,0.101666666667,3.08833333333
2008-01-01 00:12:00,1.0,-5.305,0.726666666667,0.0733333333333,0.171666666667
2009-01-01 00:01:00,1.0,-6.53,-0.35,-2.145,0.718333333333
2009-01-01 00:02:00,1.0,-8.46833333333,-1.15333333333,-3.56333333333,2.08833333333
2009-01-01 00:03:00,1.0,-5.43666666667,-1.09833333333,-3.86666666667,0.111666666667
2009-01-01 00:04:00,1.0,-0.866666666667,0.545,-2.50333333333,-6.94833333333
2009-01-01 00:05:00,1.0,1.31166666667,0.858333333333,-1.57,-10.2066666667
2009-01-01 00:06:00,1.0,1.09333333333,0.643333333333,-1.77,-8.48
2009-01-01 00:07:00,1.0,3.73333333333,1.46166666667,0.63,-9.06166666667
2009-01-01 00:08:00,1.0,5.97166666667,1.72833333333,3.055,-11.24
2009-01-01 00:09:00,1.0,5.16,2.02,2.85666666667,-10.1516666667
2009-01-01 00:10:00,1.0,3.03,0.0983333333333,1.26166666667,-3.94833333333
2009-01-01 00:11:00,1.0,3.08833333333,0.025,1.20333333333,-1.84
2009-01-01 00:12:00,1.0,3.475,0.658333333333,1.72166666667,-2.235
2010-01-01 00:01:00,1.0,1.62833333333,0.273333333333,1.035,-2.22666666667
2010-01-01 00:02:00,1.0,1.64,0.495,0.216666666667,-0.141666666667
2010-01-01 00:03:00,1.0,2.01166666667,0.356666666667,0.326666666667,1.305
2010-01-01 00:04:00,1.0,2.77666666667,1.99166666667,1.57166666667,1.4
2010-01-01 00:05:00,1.0,0.535,2.44333333333,1.14666666667,1.315
2010-01-01 00:06:00,1.0,-0.85,0.998333333333,0.315,0.328333333333
2010-01-01 00:07:00,1.0,0.865,0.978333333333,0.22,1.545
2010-01-01 00:08:00,1.0,-0.496666666667,0.211666666667,-0.488333333333,0.918333333333
2010-01-01 00:09:00,1.0,0.0416666666667,0.521666666667,-1.31333333333,0.531666666667
2010-01-01 00:10:00,1.0,0.355,-0.196666666667,-2.205,0.205
2010-01-01 00:11:00,1.0,1.77,0.406666666667,-1.915,0.655
2010-01-01 00:12:00,1.0,3.83333333333,1.01,-0.625,0.62
2011-01-01 00:01:00,1.0,3.01,0.591666666667,-0.518333333333,0.241666666667
2011-01-01 00:02:00,1.0,4.38666666667,1.39666666667,0.0216666666667,0.611666666667
2011-01-01 00:03:00,1.0,2.87166666667,1.22166666667,0.318333333333,0.976666666667
2011-01-01 00:04:00,1.0,2.70833333333,1.03333333333,0.331666666667,0.78
2011-01-01 00:05:00,1.0,2.39666666667,0.328333333333,0.075,0.263333333333
2011-01-01 00:06:00,1.0,0.968333333333,0.171666666667,-0.546666666667,1.08666666667
2011-01-01 00:07:00,1.0,0.243333333333,0.338333333333,-0.856666666667,1.14666666667
2011-01-01 00:08:00,1.0,-1.33666666667,-0.52,-1.40833333333,0.751666666667
2011-01-01 00:09:00,1.0,-2.67666666667,-1.61333333333,-1.37833333333,-0.27
2011-01-01 00:10:00,1.0,-1.26833333333,-0.925,-1.18,-0.523333333333
2011-01-01 00:11:00,1.0,-1.10333333333,-0.866666666667,-0.856666666667,0.238333333333
2011-01-01 00:12:00,1.0,-0.688333333333,-0.941666666667,-0.551666666667,0.258333333333
2012-01-01 00:01:00,1.0,0.546666666667,-0.32,-0.711666666667,-1.07166666667
2012-01-01 00:02:00,1.0,2.28166666667,-0.0116666666667,-0.446666666667,-1.06833333333
2012-01-01 00:03:00,1.0,4.065,0.588333333333,-0.293333333333,-0.39
2012-01-01 00:04:00,1.0,2.03166666667,-0.141666666667,-0.166666666667,0.491666666667
2012-01-01 00:05:00,1.0,1.04666666667,-0.118333333333,-0.123333333333,0.935
2012-01-01 00:06:00,1.0,1.57166666667,0.106666666667,-0.295,0.435
2012-01-01 00:07:00,1.0,0.861666666667,-0.741666666667,0.0633333333333,2.27
2012-01-01 00:08:00,1.0,0.55,-0.383333333333,0.161666666667,1.91
2012-01-01 00:09:00,1.0,0.486666666667,-0.218333333333,0.431666666667,1.49
2012-01-01 00:10:00,1.0,0.335,-0.241666666667,1.15833333333,0.87
2012-01-01 00:11:00,1.0,1.49666666667,-0.14,0.958333333333,-0.178333333333
2012-01-01 00:12:00,1.0,1.045,0.0133333333333,1.41166666667,-0.476666666667
2013-01-01 00:01:00,1.0,1.84166666667,0.565,1.63333333333,-1.305
2013-01-01 00:02:00,1.0,1.63166666667,0.405,1.58,-0.67
2013-01-01 00:03:00,1.0,1.84833333333,0.44,1.30833333333,-0.173333333333
2013-01-01 00:04:00,1.0,2.40166666667,0.186666666667,0.673333333333,-0.146666666667
2013-01-01 00:05:00,1.0,2.73833333333,0.496666666667,1.08166666667,-0.525
2013-01-01 00:06:00,1.0,2.34166666667,0.4,0.471666666667,0.0666666666667
2013-01-01 00:07:00,1.0,2.355,0.606666666667,0.366666666667,0.678333333333
2013-01-01 00:08:00,1.0,1.68833333333,0.66,-0.0933333333333,0.458333333333
2013-01-01 00:09:00,1.0,1.645,0.963333333333,-0.343333333333,0.63
2013-01-01 00:10:00,1.0,2.08166666667,1.08833333333,-0.175,0.606666666667
2013-01-01 00:11:00,1.0,2.135,0.955,-0.46,1.00166666667
2013-01-01 00:12:00,1.0,2.80333333333,0.66,-0.426666666667,0.906666666667
2014-01-01 00:01:00,1.0,1.30833333333,0.451666666667,-0.858333333333,0.888333333333
2014-01-01 00:02:00,1.0,2.535,0.483333333333,-0.526666666667,1.22833333333
2014-01-01 00:03:00,1.0,1.97833333333,-0.175,0.501666666667,0.19
2014-01-01 00:04:00,1.0,1.25,-0.615,0.545,-0.483333333333
2014-01-01 00:05:00,1.0,1.07333333333,-1.165,0.545,-0.388333333333
2014-01-01 00:06:00,1.0,1.04,-0.585,0.478333333333,-0.281666666667
2014-01-01 00:07:00,1.0,1.25333333333,-1.37166666667,0.798333333333,-0.6
2014-01-01 00:08:00,1.0,1.18333333333,-1.34833333333,0.753333333333,-0.82
2014-01-01 00:09:00,1.0,0.783333333333,-1.77666666667,-0.293333333333,-0.196666666667
2014-01-01 00:10:00,1.0,1.235,-0.443333333333,-0.865,0.465
2014-01-01 00:11:00,1.0,1.31666666667,-0.516666666667,-1.36333333333,0.465
2014-01-01 00:12:00,1.0,0.871666666667,-0.548333333333,-1.00333333333,0.521666666667
2015-01-01 00:01:00,1.0,0.693333333333,-0.00666666666667,-1.52,1.19166666667
2015-01-01 00:02:00,1.0,1.01,0.00166666666667,-1.75333333333,0.583333333333
2015-01-01 00:03:00,1.0,1.15166666667,1.14666666667,-1.595,1.005
2015-01-01 00:04:00,1.0,0.83,0.0166666666667,-0.938333333333,-0.241666666667
2015-01-01 00:05:00,1.0,0.631666666667,0.536666666667,-0.693333333333,0.575
2015-01-01 00:06:00,1.0,0.386666666667,0.541666666667,-1.12666666667,0.91
2015-01-01 00:07:00,1.0,1.16166666667,-0.0566666666667,-1.365,1.99
2015-01-01 00:08:00,1.0,-0.866666666667,-0.0516666666667,-0.525,2.11
2015-01-01 00:09:00,1.0,-1.19166666667,-1.03166666667,-0.281666666667,2.48333333333
2015-01-01 00:10:00,1.0,0.00166666666666,-0.875,-0.69,3.065
2015-01-01 00:11:00,1.0,-0.131666666667,-0.458333333333,-0.578333333333,2.48333333333
2015-01-01 00:12:00,1.0,-0.238333333333,-1.43833333333,-0.75,2.53833333333
2016-01-01 00:01:00,1.0,-1.45666666667,-1.28166666667,0.52,1.06166666667
